episode_rewards,episode_items_collected
226.5081710188712,226
114.01488276077184,131
82.45758074696553,112
137.52938595276208,138
306.71508000722724,303
133.84395993455394,136
132.36541358755204,152
291.6374042486001,291
249.748219509805,249
192.1375408125216,188
310.11455575358707,298
132.80123636677683,133
151.93696470741162,152
371.5667574915281,364
271.4203592642939,264
264.94557335165933,264
198.27116162672516,199
81.32030012394817,83
67.49705820377528,70
167.54990022825936,164
147.83115718815125,148
154.84699892022908,155
268.6240588669741,270
183.37094636759488,183
195.68463692792983,198
164.96926476248805,166
466.65428459457104,441
646.2682387232377,570
140.07376042091641,148
301.2778576325273,297
97.61964141243475,100
339.085845308002,335
187.43804108646822,186
152.05895972225557,153
296.6087435572971,288
186.22388624328732,186
189.05055178824952,189
425.7820806782525,403
203.2602100557418,201
200.31496496585845,199
289.39518815684403,288
150.83649624710776,151
167.2403266487691,174
106.34566739258541,109
330.95120896468916,322
293.9288760465021,293
98.78693487303366,101
178.8737626087111,181
147.77079823619587,151
177.9077003045764,178
166.14346132848885,165
151.85527488814876,153
177.55301885703204,178
170.65017280559238,172
258.65241242864033,258
380.4283462848141,361
239.5597934271609,238
142.21409416562273,144
69.28691018106733,70
132.29643347624182,134
162.9032675780763,164
376.5290678242545,364
162.128992500688,165
253.03259743569618,251
269.8274200325807,268
252.05114756490167,254
164.5626496248817,163
236.3522333478832,235
167.63958090501302,167
240.53478519607896,243
290.3249383587396,285
160.22824367130795,160
255.61577942090005,254
312.1733824068108,304
130.71897893962577,138
267.54329254011725,263
356.0885808610063,349
132.65850572975864,133
147.39175448363864,147
